@relation 1merLabeled

@attribute A real 
@attribute R real
@attribute N real
@attribute D real
@attribute C real
@attribute E real
@attribute Q real
@attribute G real
@attribute H real
@attribute I real
@attribute L real
@attribute K real
@attribute M real
@attribute F real
@attribute P real
@attribute S real
@attribute T real
@attribute W real
@attribute Y real
@attribute V real
@attribute errorPercent real

@data
0.000,0.077,0.000,0.000,0.000,0.077,0.231,0.077,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.077,0.077,0.000,0.154,0.000,0.117283
0.167,0.000,0.000,0.000,0.000,0.000,0.083,0.083,0.083,0.083,0.083,0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.000,0.167,0.136161
0.188,0.000,0.000,0.000,0.000,0.062,0.125,0.062,0.062,0.062,0.000,0.062,0.000,0.125,0.062,0.125,0.000,0.000,0.000,0.062,0.126799
0.038,0.000,0.038,0.077,0.038,0.000,0.038,0.115,0.077,0.000,0.038,0.038,0.000,0.077,0.038,0.154,0.115,0.000,0.038,0.077,0.120392
0.125,0.042,0.042,0.083,0.042,0.000,0.000,0.125,0.042,0.167,0.125,0.000,0.000,0.000,0.000,0.042,0.083,0.000,0.042,0.042,0.07817
0.115,0.000,0.000,0.077,0.000,0.038,0.077,0.077,0.000,0.038,0.000,0.038,0.038,0.077,0.077,0.077,0.038,0.000,0.000,0.231,0.0673835
0.000,0.077,0.000,0.154,0.000,0.000,0.077,0.077,0.077,0.077,0.154,0.000,0.077,0.077,0.000,0.077,0.000,0.000,0.077,0.000,0.0986468
0.091,0.091,0.091,0.091,0.182,0.182,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.144315
0.133,0.000,0.133,0.333,0.000,0.000,0.000,0.000,0.067,0.067,0.067,0.067,0.000,0.000,0.067,0.067,0.000,0.000,0.000,0.000,0.182948
0.188,0.062,0.062,0.062,0.000,0.062,0.000,0.062,0.000,0.062,0.062,0.000,0.062,0.125,0.125,0.000,0.000,0.000,0.000,0.062,0.0738367
0.077,0.077,0.077,0.077,0.000,0.000,0.000,0.154,0.077,0.077,0.154,0.000,0.000,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.103448
0.042,0.042,0.083,0.125,0.000,0.042,0.042,0.083,0.000,0.000,0.042,0.000,0.000,0.000,0.083,0.042,0.083,0.000,0.042,0.250,0.085227
0.000,0.067,0.000,0.067,0.067,0.133,0.133,0.067,0.000,0.133,0.000,0.000,0.000,0.067,0.000,0.200,0.000,0.000,0.000,0.067,0.10488
0.167,0.000,0.083,0.042,0.042,0.083,0.000,0.000,0.000,0.083,0.125,0.083,0.000,0.000,0.167,0.042,0.042,0.000,0.000,0.042,0.0868225
0.083,0.000,0.083,0.083,0.000,0.333,0.000,0.000,0.000,0.083,0.083,0.083,0.000,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.166117
0.062,0.000,0.188,0.062,0.000,0.125,0.062,0.125,0.000,0.188,0.000,0.062,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.062,0.0982247
0.062,0.125,0.125,0.000,0.000,0.000,0.000,0.062,0.000,0.125,0.125,0.000,0.062,0.000,0.188,0.062,0.000,0.000,0.062,0.000,0.115705
0.091,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.182,0.091,0.000,0.091,0.000,0.182,0.000,0.091,0.182,0.000,0.000,0.000,0.217476
0.188,0.000,0.000,0.000,0.000,0.062,0.125,0.000,0.000,0.188,0.062,0.062,0.000,0.000,0.062,0.125,0.000,0.000,0.000,0.125,0.0857487
0.200,0.050,0.000,0.050,0.000,0.100,0.050,0.050,0.050,0.050,0.000,0.000,0.000,0.100,0.000,0.200,0.000,0.050,0.050,0.000,0.0918401
0.053,0.000,0.053,0.000,0.000,0.053,0.000,0.105,0.053,0.000,0.053,0.053,0.105,0.000,0.053,0.053,0.000,0.053,0.053,0.263,0.0728236
0.000,0.062,0.062,0.062,0.000,0.062,0.000,0.188,0.000,0.062,0.062,0.062,0.062,0.000,0.062,0.125,0.062,0.000,0.000,0.062,0.162022
0.000,0.000,0.000,0.077,0.000,0.077,0.077,0.077,0.000,0.000,0.154,0.077,0.000,0.000,0.000,0.077,0.308,0.000,0.000,0.077,0.144646
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.143,0.143,0.000,0.143,0.000,0.000,0.143,0.000,0.000,0.286,0.113732
0.083,0.042,0.000,0.042,0.000,0.042,0.292,0.083,0.042,0.000,0.125,0.000,0.000,0.000,0.042,0.167,0.000,0.000,0.000,0.042,0.135481
0.000,0.091,0.000,0.000,0.000,0.091,0.000,0.000,0.091,0.091,0.182,0.000,0.000,0.000,0.091,0.182,0.091,0.000,0.000,0.091,0.167225
0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.250,0.000,0.000,0.000,0.000,0.237832
0.071,0.000,0.071,0.143,0.000,0.071,0.071,0.000,0.071,0.000,0.214,0.071,0.071,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.132092
0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.293657
0.167,0.083,0.167,0.000,0.083,0.000,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.083,0.107783
0.000,0.000,0.083,0.083,0.000,0.167,0.000,0.000,0.000,0.250,0.167,0.083,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.0797292
0.200,0.050,0.000,0.050,0.050,0.100,0.100,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.050,0.000,0.000,0.100,0.114719
0.154,0.077,0.000,0.000,0.000,0.154,0.000,0.000,0.077,0.000,0.077,0.000,0.000,0.154,0.077,0.154,0.000,0.000,0.000,0.077,0.115249
0.000,0.062,0.062,0.125,0.000,0.000,0.000,0.125,0.062,0.125,0.188,0.000,0.000,0.000,0.000,0.062,0.062,0.000,0.000,0.125,0.100337
0.211,0.000,0.105,0.105,0.000,0.000,0.000,0.053,0.000,0.053,0.158,0.105,0.000,0.053,0.053,0.000,0.053,0.000,0.053,0.000,0.0893789
0.062,0.000,0.000,0.125,0.000,0.000,0.000,0.062,0.000,0.125,0.125,0.062,0.000,0.000,0.062,0.250,0.062,0.000,0.000,0.062,0.0942895
0.050,0.000,0.100,0.000,0.000,0.150,0.000,0.050,0.000,0.050,0.100,0.050,0.000,0.050,0.050,0.100,0.100,0.050,0.000,0.100,0.0729537
0.095,0.000,0.000,0.048,0.000,0.190,0.048,0.000,0.000,0.000,0.190,0.048,0.000,0.095,0.048,0.143,0.048,0.048,0.000,0.000,0.0594255
0.000,0.056,0.056,0.056,0.000,0.000,0.222,0.000,0.056,0.000,0.222,0.000,0.000,0.111,0.000,0.056,0.056,0.000,0.056,0.056,0.0784523
0.188,0.125,0.062,0.000,0.000,0.062,0.000,0.188,0.000,0.062,0.062,0.000,0.062,0.000,0.062,0.062,0.062,0.000,0.000,0.000,0.179514
0.000,0.111,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.111,0.111,0.111,0.000,0.000,0.111,0.111,0.000,0.000,0.000,0.111,0.262434
0.042,0.000,0.083,0.000,0.000,0.083,0.042,0.125,0.000,0.167,0.083,0.083,0.042,0.000,0.042,0.042,0.042,0.000,0.083,0.042,0.0768549
0.097,0.032,0.065,0.097,0.000,0.065,0.065,0.097,0.032,0.097,0.032,0.000,0.065,0.000,0.032,0.065,0.097,0.000,0.000,0.065,0.0847882
0.000,0.000,0.333,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.111,0.220285
0.100,0.000,0.000,0.100,0.000,0.000,0.100,0.000,0.000,0.100,0.200,0.100,0.000,0.100,0.000,0.000,0.200,0.000,0.000,0.000,0.0937932
0.077,0.077,0.000,0.000,0.000,0.000,0.077,0.077,0.000,0.000,0.154,0.000,0.077,0.000,0.154,0.000,0.154,0.000,0.000,0.154,0.109408
0.000,0.056,0.056,0.056,0.056,0.000,0.000,0.111,0.000,0.111,0.111,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.056,0.167,0.0852873
0.043,0.000,0.043,0.043,0.000,0.000,0.087,0.087,0.043,0.000,0.130,0.043,0.000,0.087,0.174,0.130,0.043,0.043,0.000,0.000,0.0821975
0.087,0.087,0.087,0.043,0.000,0.087,0.000,0.000,0.000,0.043,0.087,0.000,0.043,0.000,0.087,0.174,0.130,0.000,0.000,0.043,0.116724
0.000,0.000,0.062,0.125,0.000,0.125,0.000,0.062,0.000,0.062,0.125,0.062,0.000,0.125,0.062,0.000,0.125,0.000,0.000,0.062,0.0769434
0.000,0.071,0.071,0.000,0.000,0.214,0.071,0.000,0.000,0.071,0.000,0.000,0.071,0.071,0.071,0.071,0.071,0.000,0.000,0.143,0.0961081
0.067,0.000,0.000,0.067,0.000,0.267,0.067,0.000,0.000,0.067,0.200,0.067,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.067,0.0761362
0.000,0.077,0.154,0.000,0.000,0.000,0.154,0.077,0.000,0.000,0.077,0.000,0.000,0.154,0.000,0.000,0.077,0.000,0.231,0.000,0.0911909
0.133,0.000,0.000,0.067,0.000,0.000,0.133,0.200,0.000,0.000,0.000,0.133,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.267,0.205559
0.222,0.056,0.000,0.056,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.111,0.056,0.056,0.056,0.000,0.000,0.000,0.167,0.0980883
0.067,0.067,0.000,0.133,0.000,0.000,0.067,0.067,0.000,0.067,0.133,0.000,0.000,0.000,0.067,0.067,0.067,0.000,0.000,0.200,0.0907938
0.261,0.043,0.087,0.000,0.000,0.000,0.000,0.130,0.043,0.000,0.000,0.000,0.087,0.000,0.043,0.087,0.043,0.000,0.000,0.174,0.123321
0.000,0.000,0.083,0.167,0.000,0.083,0.000,0.000,0.000,0.000,0.083,0.083,0.000,0.083,0.083,0.083,0.083,0.083,0.000,0.083,0.0931877
0.250,0.083,0.083,0.083,0.000,0.083,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.125604
0.231,0.077,0.000,0.077,0.000,0.000,0.077,0.000,0.000,0.077,0.000,0.000,0.000,0.154,0.000,0.077,0.000,0.000,0.000,0.231,0.0846316
0.160,0.000,0.080,0.040,0.000,0.080,0.040,0.040,0.000,0.080,0.080,0.040,0.000,0.040,0.120,0.000,0.040,0.040,0.040,0.080,0.0604182
0.000,0.077,0.000,0.154,0.000,0.077,0.077,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.231,0.077,0.077,0.077,0.000,0.077,0.12366
0.143,0.000,0.000,0.000,0.071,0.071,0.071,0.143,0.071,0.000,0.143,0.071,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.143,0.183626
0.000,0.083,0.000,0.083,0.000,0.083,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.083,0.083,0.083,0.000,0.000,0.000,0.167,0.0761835
0.059,0.000,0.059,0.118,0.059,0.000,0.000,0.000,0.000,0.059,0.000,0.059,0.000,0.059,0.059,0.176,0.118,0.118,0.000,0.059,0.0836871
0.167,0.056,0.000,0.111,0.000,0.056,0.000,0.000,0.056,0.056,0.056,0.000,0.056,0.111,0.000,0.000,0.111,0.000,0.056,0.111,0.0765293
0.000,0.000,0.182,0.091,0.000,0.182,0.000,0.091,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.091,0.091,0.000,0.000,0.091,0.262501
0.143,0.036,0.036,0.107,0.071,0.000,0.000,0.000,0.036,0.000,0.214,0.000,0.000,0.000,0.000,0.214,0.036,0.036,0.000,0.071,0.0702755
0.143,0.071,0.071,0.000,0.000,0.071,0.143,0.071,0.000,0.143,0.000,0.000,0.000,0.071,0.000,0.071,0.071,0.000,0.000,0.071,0.120209
0.000,0.083,0.000,0.167,0.000,0.083,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.000,0.000,0.0950948
0.036,0.000,0.036,0.036,0.071,0.071,0.036,0.036,0.036,0.107,0.107,0.036,0.036,0.071,0.107,0.036,0.071,0.000,0.000,0.071,0.0679591
0.000,0.200,0.000,0.100,0.000,0.100,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.100,0.000,0.000,0.000,0.302356
0.000,0.053,0.053,0.000,0.000,0.158,0.211,0.000,0.053,0.053,0.158,0.000,0.053,0.105,0.000,0.000,0.053,0.000,0.053,0.000,0.0810663
0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.143,0.143,0.286,0.143,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.224357
0.083,0.000,0.333,0.083,0.000,0.083,0.000,0.000,0.000,0.000,0.167,0.083,0.000,0.000,0.083,0.083,0.000,0.000,0.000,0.000,0.18759
0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.444,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.0910768
0.105,0.000,0.000,0.053,0.000,0.263,0.053,0.053,0.000,0.000,0.000,0.053,0.000,0.000,0.316,0.053,0.000,0.000,0.000,0.053,0.162397
0.188,0.000,0.031,0.219,0.000,0.062,0.031,0.062,0.031,0.031,0.000,0.031,0.000,0.031,0.031,0.094,0.031,0.031,0.000,0.094,0.0910724
0.071,0.000,0.000,0.143,0.071,0.143,0.000,0.000,0.000,0.000,0.143,0.071,0.000,0.071,0.000,0.000,0.143,0.000,0.000,0.143,0.0963999
0.059,0.000,0.000,0.059,0.059,0.000,0.000,0.000,0.000,0.059,0.235,0.059,0.000,0.000,0.000,0.000,0.176,0.059,0.059,0.176,0.0600993
0.000,0.045,0.045,0.136,0.000,0.136,0.091,0.045,0.045,0.000,0.045,0.000,0.000,0.000,0.000,0.045,0.000,0.091,0.136,0.136,0.0789678
0.000,0.083,0.000,0.083,0.000,0.167,0.000,0.167,0.000,0.000,0.250,0.000,0.000,0.000,0.083,0.083,0.083,0.000,0.000,0.000,0.132654
0.067,0.067,0.067,0.000,0.000,0.067,0.067,0.000,0.000,0.067,0.267,0.000,0.000,0.067,0.067,0.067,0.133,0.000,0.000,0.000,0.0701038
0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125851
0.000,0.071,0.071,0.071,0.000,0.000,0.071,0.143,0.071,0.071,0.071,0.000,0.000,0.143,0.000,0.071,0.000,0.000,0.000,0.143,0.10422
0.000,0.077,0.000,0.000,0.231,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.000,0.077,0.077,0.077,0.000,0.000,0.077,0.154,0.137333
0.071,0.071,0.000,0.000,0.071,0.071,0.143,0.071,0.000,0.000,0.071,0.000,0.071,0.000,0.000,0.000,0.143,0.000,0.000,0.214,0.111637
0.043,0.043,0.000,0.130,0.000,0.087,0.174,0.000,0.043,0.043,0.174,0.000,0.043,0.043,0.000,0.043,0.043,0.043,0.000,0.043,0.0684317
0.083,0.000,0.083,0.083,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.083,0.000,0.083,0.083,0.167,0.000,0.000,0.000,0.167,0.107553
0.000,0.111,0.000,0.111,0.000,0.111,0.222,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.291084
0.077,0.000,0.077,0.077,0.077,0.077,0.000,0.000,0.000,0.077,0.154,0.077,0.000,0.000,0.077,0.000,0.077,0.077,0.000,0.077,0.0784261
0.071,0.071,0.071,0.143,0.000,0.000,0.000,0.214,0.000,0.000,0.214,0.000,0.000,0.143,0.000,0.000,0.071,0.000,0.000,0.000,0.0761642
0.214,0.071,0.214,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.143,0.071,0.140251
0.143,0.071,0.000,0.000,0.000,0.000,0.143,0.071,0.071,0.071,0.071,0.000,0.000,0.000,0.071,0.214,0.000,0.000,0.000,0.071,0.212278
0.080,0.000,0.000,0.040,0.000,0.040,0.080,0.160,0.080,0.040,0.000,0.040,0.080,0.080,0.040,0.160,0.040,0.000,0.000,0.040,0.122382
0.111,0.111,0.000,0.000,0.000,0.111,0.111,0.000,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.264805
0.031,0.000,0.062,0.125,0.000,0.031,0.094,0.031,0.094,0.031,0.062,0.031,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.031,0.178602
0.067,0.000,0.133,0.000,0.000,0.000,0.067,0.067,0.067,0.067,0.000,0.067,0.000,0.000,0.000,0.000,0.067,0.000,0.067,0.333,0.13429
0.200,0.100,0.000,0.000,0.000,0.000,0.200,0.100,0.000,0.100,0.000,0.000,0.000,0.100,0.000,0.200,0.000,0.000,0.000,0.000,0.232694
0.100,0.050,0.000,0.000,0.050,0.100,0.100,0.050,0.000,0.050,0.050,0.000,0.000,0.000,0.100,0.100,0.050,0.000,0.000,0.200,0.100358
0.071,0.143,0.000,0.000,0.000,0.000,0.071,0.071,0.000,0.000,0.286,0.000,0.000,0.000,0.143,0.071,0.000,0.000,0.071,0.071,0.10161
0.250,0.062,0.125,0.062,0.062,0.062,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.062,0.000,0.062,0.000,0.000,0.000,0.125,0.0972247
0.167,0.083,0.000,0.083,0.000,0.000,0.000,0.083,0.083,0.000,0.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.089175
0.077,0.000,0.000,0.077,0.000,0.000,0.231,0.077,0.077,0.000,0.231,0.077,0.000,0.000,0.000,0.077,0.077,0.000,0.000,0.000,0.182249
0.091,0.091,0.091,0.000,0.000,0.364,0.091,0.091,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.184093
0.167,0.083,0.000,0.083,0.000,0.167,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.206346
0.100,0.050,0.000,0.050,0.000,0.100,0.050,0.050,0.000,0.050,0.100,0.050,0.000,0.050,0.100,0.100,0.000,0.000,0.000,0.150,0.0912336
0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.222,0.111,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.258872
0.038,0.000,0.000,0.077,0.077,0.115,0.000,0.038,0.038,0.115,0.000,0.038,0.000,0.000,0.154,0.038,0.077,0.000,0.038,0.154,0.092336
0.091,0.000,0.000,0.091,0.000,0.045,0.136,0.091,0.000,0.091,0.045,0.045,0.045,0.091,0.000,0.091,0.091,0.000,0.000,0.045,0.0732176
0.143,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.143,0.000,0.286,0.000,0.143,0.000,0.000,0.000,0.000,0.13731
0.000,0.083,0.042,0.042,0.000,0.083,0.042,0.167,0.000,0.000,0.083,0.000,0.000,0.083,0.167,0.083,0.042,0.000,0.000,0.083,0.0987142
0.000,0.000,0.050,0.050,0.000,0.050,0.000,0.000,0.100,0.000,0.150,0.050,0.000,0.050,0.000,0.250,0.100,0.000,0.000,0.150,0.120745
0.136,0.045,0.136,0.000,0.000,0.045,0.091,0.000,0.000,0.045,0.045,0.000,0.000,0.000,0.091,0.045,0.091,0.045,0.045,0.136,0.0838574
0.048,0.048,0.000,0.000,0.000,0.143,0.048,0.095,0.048,0.000,0.143,0.000,0.000,0.048,0.048,0.190,0.048,0.000,0.000,0.095,0.097618
0.077,0.077,0.154,0.077,0.000,0.154,0.000,0.000,0.000,0.154,0.154,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.077,0.000,0.08193
0.087,0.043,0.000,0.043,0.000,0.000,0.087,0.130,0.087,0.130,0.174,0.000,0.043,0.000,0.043,0.043,0.000,0.043,0.000,0.043,0.0771199
0.059,0.059,0.118,0.059,0.000,0.059,0.059,0.059,0.000,0.059,0.118,0.000,0.000,0.059,0.000,0.059,0.059,0.059,0.059,0.059,0.067124
0.050,0.000,0.100,0.050,0.000,0.000,0.050,0.050,0.000,0.100,0.000,0.050,0.050,0.150,0.050,0.050,0.150,0.000,0.050,0.050,0.0718938
0.050,0.050,0.150,0.050,0.000,0.150,0.050,0.000,0.000,0.050,0.150,0.000,0.000,0.050,0.000,0.100,0.050,0.000,0.050,0.050,0.0754299
0.000,0.118,0.059,0.118,0.000,0.059,0.059,0.059,0.000,0.118,0.118,0.000,0.000,0.000,0.059,0.000,0.059,0.000,0.059,0.118,0.0928305
0.043,0.043,0.043,0.043,0.000,0.174,0.130,0.043,0.043,0.000,0.174,0.000,0.043,0.087,0.043,0.043,0.000,0.000,0.000,0.043,0.0761868
0.167,0.083,0.000,0.083,0.083,0.000,0.000,0.000,0.167,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.167,0.000,0.000,0.083,0.27896
0.143,0.000,0.000,0.000,0.000,0.143,0.143,0.000,0.000,0.000,0.143,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.143,0.17809
0.000,0.091,0.000,0.000,0.000,0.091,0.182,0.091,0.000,0.182,0.000,0.000,0.000,0.091,0.182,0.000,0.000,0.000,0.000,0.091,0.113167
0.133,0.067,0.000,0.067,0.000,0.000,0.000,0.200,0.000,0.000,0.267,0.000,0.000,0.000,0.000,0.267,0.000,0.000,0.000,0.000,0.100983
0.000,0.000,0.067,0.200,0.000,0.000,0.000,0.000,0.067,0.067,0.133,0.067,0.067,0.067,0.000,0.000,0.133,0.000,0.000,0.133,0.0792368
0.250,0.000,0.062,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.062,0.062,0.062,0.188,0.000,0.000,0.000,0.000,0.062,0.000,0.074648
0.083,0.083,0.000,0.083,0.000,0.083,0.083,0.083,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.084406
0.000,0.059,0.000,0.118,0.000,0.176,0.000,0.059,0.000,0.118,0.059,0.000,0.000,0.059,0.118,0.059,0.059,0.000,0.000,0.118,0.0811783
0.111,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.199901
0.000,0.062,0.062,0.062,0.000,0.188,0.000,0.062,0.000,0.062,0.125,0.000,0.062,0.062,0.125,0.000,0.062,0.000,0.000,0.062,0.0852553
0.032,0.032,0.097,0.032,0.000,0.129,0.065,0.032,0.065,0.129,0.032,0.000,0.000,0.032,0.065,0.097,0.065,0.000,0.000,0.097,0.0938193
0.091,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.091,0.091,0.091,0.000,0.091,0.000,0.273,0.000,0.000,0.000,0.182,0.107152
0.048,0.048,0.000,0.095,0.000,0.095,0.000,0.095,0.143,0.000,0.190,0.000,0.000,0.095,0.000,0.095,0.048,0.000,0.000,0.048,0.0989672
0.053,0.053,0.053,0.000,0.000,0.053,0.053,0.105,0.053,0.211,0.105,0.000,0.000,0.000,0.105,0.053,0.000,0.000,0.053,0.053,0.0879806
0.000,0.000,0.000,0.077,0.154,0.077,0.000,0.000,0.000,0.077,0.077,0.077,0.077,0.000,0.000,0.077,0.077,0.000,0.000,0.231,0.0937552
0.077,0.077,0.077,0.000,0.000,0.077,0.077,0.154,0.077,0.077,0.154,0.000,0.000,0.000,0.000,0.077,0.077,0.000,0.000,0.000,0.217559
0.053,0.000,0.000,0.000,0.105,0.000,0.000,0.053,0.000,0.158,0.053,0.053,0.000,0.053,0.053,0.105,0.263,0.000,0.053,0.000,0.0881595
0.000,0.000,0.071,0.071,0.000,0.071,0.071,0.071,0.000,0.071,0.214,0.071,0.000,0.000,0.000,0.071,0.071,0.000,0.071,0.071,0.095258
0.056,0.056,0.000,0.111,0.000,0.000,0.056,0.000,0.000,0.111,0.056,0.056,0.000,0.056,0.167,0.111,0.056,0.000,0.056,0.056,0.103794
0.083,0.000,0.083,0.000,0.000,0.083,0.000,0.083,0.083,0.167,0.167,0.083,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.083,0.134385
0.045,0.000,0.000,0.091,0.000,0.182,0.045,0.091,0.045,0.045,0.136,0.045,0.000,0.091,0.000,0.136,0.000,0.000,0.000,0.045,0.0789603
0.042,0.000,0.042,0.125,0.083,0.042,0.083,0.083,0.000,0.083,0.167,0.042,0.000,0.042,0.000,0.042,0.042,0.000,0.000,0.083,0.0702092
0.091,0.000,0.045,0.000,0.000,0.045,0.045,0.227,0.000,0.045,0.045,0.045,0.000,0.045,0.091,0.000,0.045,0.000,0.045,0.182,0.0908641
0.083,0.083,0.083,0.083,0.000,0.083,0.083,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.000,0.122814
0.000,0.067,0.000,0.000,0.067,0.067,0.000,0.333,0.067,0.000,0.133,0.000,0.000,0.000,0.067,0.000,0.067,0.000,0.133,0.000,0.151596
0.071,0.071,0.000,0.143,0.071,0.000,0.000,0.143,0.000,0.071,0.000,0.000,0.071,0.000,0.000,0.000,0.143,0.071,0.071,0.071,0.0978461
0.095,0.048,0.095,0.048,0.048,0.000,0.048,0.048,0.048,0.000,0.000,0.000,0.048,0.095,0.000,0.095,0.000,0.000,0.048,0.238,0.0856908
0.067,0.067,0.000,0.067,0.000,0.067,0.133,0.000,0.067,0.133,0.133,0.000,0.000,0.000,0.000,0.133,0.000,0.067,0.000,0.067,0.0876056
0.043,0.043,0.000,0.043,0.043,0.043,0.000,0.000,0.087,0.000,0.087,0.000,0.000,0.087,0.130,0.000,0.130,0.043,0.000,0.217,0.0738294
0.000,0.000,0.067,0.000,0.000,0.133,0.067,0.067,0.000,0.067,0.000,0.067,0.000,0.067,0.000,0.133,0.000,0.000,0.200,0.133,0.0932511
0.125,0.031,0.062,0.094,0.031,0.000,0.031,0.094,0.031,0.031,0.000,0.000,0.000,0.125,0.031,0.125,0.094,0.000,0.031,0.062,0.0776713
0.000,0.200,0.100,0.100,0.000,0.100,0.100,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.100,0.000,0.426524
0.000,0.000,0.000,0.000,0.111,0.222,0.000,0.000,0.111,0.000,0.111,0.111,0.000,0.111,0.000,0.222,0.000,0.000,0.000,0.000,0.316458
0.152,0.030,0.030,0.030,0.000,0.000,0.000,0.091,0.000,0.091,0.000,0.000,0.030,0.030,0.242,0.030,0.091,0.000,0.000,0.152,0.070175
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.143,0.143,0.143,0.143,0.000,0.000,0.000,0.143,0.000,0.000,0.143,0.17575
0.000,0.000,0.133,0.000,0.000,0.133,0.133,0.000,0.000,0.000,0.200,0.067,0.000,0.000,0.000,0.133,0.067,0.000,0.000,0.133,0.109162
0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.111,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.104172
0.038,0.038,0.000,0.000,0.000,0.077,0.000,0.115,0.038,0.077,0.077,0.000,0.077,0.038,0.077,0.154,0.038,0.000,0.000,0.154,0.0677332
0.143,0.000,0.086,0.057,0.000,0.029,0.000,0.086,0.029,0.057,0.029,0.029,0.000,0.057,0.057,0.143,0.086,0.000,0.057,0.057,0.0820634
